location,BHK,sqft,price
Ramamurthy Nagar,3,1305.0,60.0
Ramamurthy Nagar,2,1360.0,45.0
Ramamurthy Nagar,2,1170.0,44.0
Ramamurthy Nagar,4,2200.0,130.0
Ramamurthy Nagar,4,1900.0,185.0
Ramamurthy Nagar,2,1050.0,51.66
Ramamurthy Nagar,4,2916.0,230.0
Ramamurthy Nagar,3,2316.0,125.0
Ramamurthy Nagar,4,900.0,70.0
Ramamurthy Nagar,2,1101.0,50.0
Ramamurthy Nagar,2,1150.0,40.0
Ramamurthy Nagar,3,1208.0,43.5
Ramamurthy Nagar,2,1050.0,37.8
Ramamurthy Nagar,2,935.0,39.0
Ramamurthy Nagar,2,1200.0,68.0
Ramamurthy Nagar,1,540.0,35.0
Ramamurthy Nagar,2,960.0,35.0
Rayasandra,3,1314.0,63.0
Rayasandra,3,1373.0,72.0
Rayasandra,3,1639.0,83.0
Rayasandra,2,1065.0,44.95
Rayasandra,3,1708.0,75.0
Rayasandra,2,1016.0,58.0
Rayasandra,3,1199.0,48.5
Rayasandra,3,1577.0,67.0
Rayasandra,2,1253.0,57.0
Rayasandra,1,583.0,26.9
Rayasandra,2,1198.0,54.0
Rayasandra,3,1555.0,75.17
Rayasandra,3,1458.0,60.0
Rayasandra,3,1179.0,55.0
Rayasandra,3,1601.0,70.0
Rayasandra,4,1708.0,76.0
Rayasandra,1,470.0,21.0
Rayasandra,5,3600.0,145.0
Rayasandra,5,1200.0,65.0
Rayasandra,3,1357.0,59.0
Sahakara Nagar,4,2830.0,195.0
Sahakara Nagar,3,1500.0,95.0
Sahakara Nagar,2,1100.0,56.0
Sahakara Nagar,2,1219.0,48.0
Sahakara Nagar,4,1200.0,130.0
Sahakara Nagar,3,1100.0,75.0
Sahakara Nagar,3,1655.0,115.0
Sahakara Nagar,2,1150.0,54.0
Sahakara Nagar,2,1270.0,69.85
Sahakara Nagar,2,960.0,56.0
Sahakara Nagar,2,1048.0,50.0
Sahakara Nagar,2,1160.0,55.0
Sahakara Nagar,3,1200.0,75.0
Sahakara Nagar,4,2500.0,200.0
Sahakara Nagar,3,1914.0,179.0
Sahakara Nagar,3,1500.0,125.0
Sahakara Nagar,2,1100.0,55.0
Sahakara Nagar,3,1914.0,149.0
Sahakara Nagar,2,1000.0,60.0
Sahakara Nagar,3,2200.0,98.0
Sahakara Nagar,2,1175.0,49.0
Sahakara Nagar,3,1370.0,90.0
Sahakara Nagar,2,1100.0,55.0
Sahakara Nagar,3,1100.0,75.0
Sahakara Nagar,2,1180.0,72.0
Sahakara Nagar,2,1200.0,60.0
Sahakara Nagar,2,1032.0,45.0
Sahakara Nagar,2,1270.0,96.0
Sahakara Nagar,2,1201.0,80.0
Sahakara Nagar,2,1200.0,54.0
Sahakara Nagar,2,1291.0,72.3
Sanjay nagar,2,1000.0,70.0
Sanjay nagar,2,1100.0,98.0
Sanjay nagar,2,1150.0,72.2
Sanjay nagar,3,1800.0,180.0
Sanjay nagar,2,630.0,35.0
Sanjay nagar,5,3300.0,250.0
Sanjay nagar,3,1900.0,180.0
Sanjay nagar,2,1575.0,90.0
Sanjay nagar,3,1450.0,75.0
Sanjay nagar,3,1200.0,76.0
Sanjay nagar,2,960.0,55.0
Sanjay nagar,2,1050.0,59.0
Sanjay nagar,2,1150.0,70.0
Sanjay nagar,3,1500.0,150.0
Sanjay nagar,2,1180.0,80.0
Sarakki Nagar,3,2121.0,253.0
Sarakki Nagar,3,2289.0,260.0
Sarakki Nagar,3,2500.0,325.0
Sarakki Nagar,3,2145.0,270.0
Sarakki Nagar,3,1200.0,128.0
Sarakki Nagar,3,2663.0,338.0
Sarakki Nagar,3,1840.0,175.0
Sarakki Nagar,4,3131.0,349.0
Sarakki Nagar,4,3126.0,345.0
Sarakki Nagar,4,3124.0,349.0
Sarjapur,3,2250.0,148.0
Sarjapur,3,1600.0,75.0
Sarjapur,2,1242.5,43.49
Sarjapur,2,913.0,32.0
Sarjapur,2,1128.0,60.0
Sarjapur,2,1185.0,47.0
Sarjapur,3,900.0,42.0
Sarjapur,1,649.5,17.535
Sarjapur,2,1020.0,35.0
Sarjapur,2,1195.0,42.0
Sarjapur,2,1240.0,44.0
Sarjapur,4,1550.0,65.0
Sarjapur,2,950.0,32.5
Sarjapur,3,1285.0,68.0
Sarjapur,3,1525.0,48.0
Sarjapur,2,925.0,25.0
Sarjapur,4,3190.0,160.0
Sarjapur,2,1215.0,40.0
Sarjapur,4,2540.0,115.0
Sarjapur,3,1200.0,78.0
Sarjapur,2,1000.0,30.0
Sarjapur,2,1157.0,40.0
Sarjapur,3,2238.0,140.0
Sarjapur,3,2020.0,85.0
Sarjapur,4,2885.0,185.0
Sarjapur,4,1917.0,60.0
Sarjapur,2,1240.0,44.3
Sarjapur,1,625.0,19.0
Sarjapur,4,2585.5,139.5
Sarjapur,2,940.0,25.38
Sarjapur,4,2100.0,125.0
Sarjapur,2,913.0,36.0
Sarjapur,3,1404.0,53.35
Sarjapur,3,1830.0,88.0
Sarjapur,3,1364.0,56.0
Sarjapur,2,1124.0,30.35
Sarjapur,2,1044.0,32.0
Sarjapur,1,650.0,19.87
Sarjapur,2,1175.0,42.0
Sarjapur,2,1240.0,43.1
Sarjapur,3,1170.0,35.41
Sarjapur,2,1032.0,42.0
Sarjapur,4,2302.5,80.59
Sarjapur,2,535.0,20.0
Sarjapur,2,1044.0,34.0
Sarjapur,3,1200.0,76.13
Sarjapur,2,1200.0,62.0
Sarjapur,2,900.0,27.98
Sarjapur,4,2970.0,130.0
Sarjapur,2,1205.0,29.0
Sarjapur,2,850.0,32.0
Sarjapur,2,1175.0,41.68
Sarjapur,3,1575.0,55.0
Sarjapur,2,920.0,33.0
Sarjapur,3,1445.0,50.0
Sarjapur,2,1150.0,41.0
Sarjapur,2,1200.0,42.6
Sarjapur,3,1333.0,50.0
Sarjapur,2,1044.0,36.0
Sarjapur,2,950.0,35.0
Sarjapur,4,2585.5,115.0
Sarjapur,3,2172.0,100.0
Sarjapur,1,633.0,17.09
Sarjapur,3,1500.0,95.0
Sarjapur,2,1451.0,87.0
Sarjapur,4,2400.0,140.0
Sarjapur,3,1525.0,68.0
Sarjapur,2,1095.0,45.0
Sarjapur,3,1425.0,57.0
Sarjapur  Road,3,1254.0,38.0
Sarjapur  Road,3,2497.0,140.0
Sarjapur  Road,3,1787.0,98.29
Sarjapur  Road,3,1787.0,125.0
Sarjapur  Road,2,984.0,44.28
Sarjapur  Road,2,1025.0,36.0
Sarjapur  Road,2,1035.0,49.2
Sarjapur  Road,4,1863.0,104.0
Sarjapur  Road,2,1000.0,67.0
Sarjapur  Road,3,1670.0,57.0
Sarjapur  Road,2,1346.0,74.03
Sarjapur  Road,2,1195.0,70.0
Sarjapur  Road,3,1550.0,100.0
Sarjapur  Road,3,1600.0,86.0
Sarjapur  Road,3,2100.0,125.0
Sarjapur  Road,4,2230.0,225.0
Sarjapur  Road,3,1800.0,34.185
Sarjapur  Road,3,1249.0,44.71
Sarjapur  Road,2,1210.0,58.0
Sarjapur  Road,3,1691.0,113.0
Sarjapur  Road,2,1278.0,95.0
Sarjapur  Road,3,2238.0,140.0
Sarjapur  Road,3,1800.0,110.0
Sarjapur  Road,2,1115.0,50.0
Sarjapur  Road,3,1403.0,55.0
Sarjapur  Road,2,1346.0,61.92
Sarjapur  Road,1,710.0,27.0
Sarjapur  Road,4,3335.0,300.0
Sarjapur  Road,3,1403.0,51.63
Sarjapur  Road,3,1984.0,146.0
Sarjapur  Road,2,1035.0,45.0
Sarjapur  Road,2,1128.0,59.0
Sarjapur  Road,3,1495.0,64.0
Sarjapur  Road,3,1700.0,110.0
Sarjapur  Road,3,1157.0,75.0
Sarjapur  Road,2,1282.0,72.0
Sarjapur  Road,1,615.0,17.835
Sarjapur  Road,4,4111.0,310.0
Sarjapur  Road,4,3430.0,228.5
Sarjapur  Road,4,3900.0,300.0
Sarjapur  Road,2,1300.0,60.0
Sarjapur  Road,2,1000.0,40.0
Sarjapur  Road,2,1050.0,62.0
Sarjapur  Road,3,1700.0,135.0
Sarjapur  Road,3,1691.0,119.0
Sarjapur  Road,3,1846.0,140.0
Sarjapur  Road,3,1200.0,95.0
Sarjapur  Road,2,1117.0,29.99
Sarjapur  Road,3,1929.0,103.0
Sarjapur  Road,2,1155.0,58.0
Sarjapur  Road,2,1215.0,110.0
Sarjapur  Road,3,1819.0,100.0
Sarjapur  Road,3,1845.0,110.0
Sarjapur  Road,2,1233.0,77.65
Sarjapur  Road,3,1525.0,60.0
Sarjapur  Road,4,4395.0,242.0
Sarjapur  Road,3,1220.0,56.0
Sarjapur  Road,4,3750.0,290.0
Sarjapur  Road,3,1428.0,66.0
Sarjapur  Road,3,1680.0,112.0
Sarjapur  Road,2,1255.0,92.0
Sarjapur  Road,3,1380.0,52.0
Sarjapur  Road,3,1403.0,51.63
Sarjapur  Road,3,1220.0,58.0
Sarjapur  Road,2,1311.0,78.0
Sarjapur  Road,3,1220.0,56.0
Sarjapur  Road,3,1157.0,75.0
Sarjapur  Road,2,1145.0,75.0
Sarjapur  Road,4,1152.0,230.0
Sarjapur  Road,3,1800.0,28.785
Sarjapur  Road,3,1300.0,70.0
Sarjapur  Road,2,1390.0,62.0
Sarjapur  Road,3,1725.0,90.0
Sarjapur  Road,3,1476.0,98.94
Sarjapur  Road,3,2180.0,170.0
Sarjapur  Road,2,1084.0,55.0
Sarjapur  Road,3,1220.0,62.0
Sarjapur  Road,4,5400.0,725.0
Sarjapur  Road,3,1750.0,110.0
Sarjapur  Road,3,1888.0,95.0
Sarjapur  Road,3,1300.0,60.0
Sarjapur  Road,3,1200.0,70.0
Sarjapur  Road,3,2600.0,200.0
Sarjapur  Road,5,5965.0,385.0
Sarjapur  Road,4,4000.0,600.0
Sarjapur  Road,1,685.0,40.0
Sarjapur  Road,2,944.0,35.0
Sarjapur  Road,2,915.0,38.0
Sarjapur  Road,3,2720.0,210.0
Sarjapur  Road,2,858.0,31.57
Sarjapur  Road,2,1241.0,82.0
Sarjapur  Road,2,984.0,45.91
Sarjapur  Road,2,1400.0,68.0
Sarjapur  Road,4,3785.0,280.0
Sarjapur  Road,1,835.0,46.95
Sarjapur  Road,3,2900.0,285.0
Sarjapur  Road,2,1280.0,76.0
Sarjapur  Road,2,1145.0,49.5
Sarjapur  Road,3,1470.0,62.0
Sarjapur  Road,2,1263.0,78.0
Sarjapur  Road,3,1691.0,98.0
Sarjapur  Road,4,3416.5,143.0
Sarjapur  Road,3,1350.0,39.97
Sarjapur  Road,2,1308.0,83.0
Sarjapur  Road,3,1592.0,91.0
Sarjapur  Road,2,1016.0,45.0
Sarjapur  Road,2,1150.0,77.0
Sarjapur  Road,3,1965.0,120.0
Sarjapur  Road,3,2275.0,180.0
Sarjapur  Road,3,1680.0,160.0
Sarjapur  Road,2,985.0,49.0
Sarjapur  Road,2,1418.0,78.0
Sarjapur  Road,2,1200.0,93.0
Sarjapur  Road,3,1586.0,70.0
Sarjapur  Road,2,1260.0,53.0
Sarjapur  Road,2,1115.0,60.0
Sarjapur  Road,3,1525.0,87.0
Sarjapur  Road,2,1346.0,71.32
Sarjapur  Road,5,3905.0,290.0
Sarjapur  Road,2,915.0,37.0
Sarjapur  Road,1,715.0,29.0
Sarjapur  Road,2,1230.0,94.5
Sarjapur  Road,2,1043.0,39.5
Sarjapur  Road,3,1750.0,99.0
Sarjapur  Road,2,1145.0,62.0
Sarjapur  Road,3,1500.0,88.0
Sarjapur  Road,2,1190.0,50.0
Sarjapur  Road,4,1750.0,215.0
Sarjapur  Road,3,1846.0,145.0
Sarjapur  Road,3,1846.0,155.0
Sarjapur  Road,2,1067.0,60.0
Sarjapur  Road,5,3200.0,140.0
Sarjapur  Road,4,2383.0,215.0
Sarjapur  Road,3,1700.0,95.0
Sarjapur  Road,3,2145.0,190.0
Sarjapur  Road,2,1230.0,65.0
Sarjapur  Road,2,1178.0,40.43
Sarjapur  Road,3,1939.0,98.0
Sarjapur  Road,4,3785.0,280.0
Sarjapur  Road,3,2556.0,169.0
Sarjapur  Road,2,1278.0,90.0
Sarjapur  Road,2,975.0,28.275
Sarjapur  Road,3,2180.0,240.0
Sarjapur  Road,2,984.0,45.91
Sarjapur  Road,2,1305.0,99.0
Sarjapur  Road,3,1755.0,122.0
Sarjapur  Road,2,1040.0,37.0
Sarjapur  Road,3,1374.0,51.0
Sarjapur  Road,2,1000.0,38.5
Sarjapur  Road,4,4334.0,338.0
Sarjapur  Road,3,1173.0,45.75
Sarjapur  Road,5,3930.0,329.0
Sarjapur  Road,2,1120.0,50.0
Sarjapur  Road,3,1530.0,60.0
Sarjapur  Road,3,1700.0,93.5
Sarjapur  Road,3,1403.0,56.0
Sarjapur  Road,2,1060.0,55.0
Sarjapur  Road,3,1455.0,98.0
Sarjapur  Road,3,1405.0,48.87
Sarjapur  Road,3,1850.0,140.0
Sarjapur  Road,1,950.0,39.9
Sarjapur  Road,3,1826.0,130.0
Sarjapur  Road,4,2600.0,98.0
Sarjapur  Road,2,1115.0,50.0
Sarjapur  Road,3,1220.0,58.0
Sarjapur  Road,3,1660.0,116.0
Sarjapur  Road,3,1700.0,108.0
Sarjapur  Road,3,1272.5,40.72
Sarjapur  Road,3,1539.0,85.0
Sarjapur  Road,3,1489.0,82.0
Sarjapur  Road,3,1550.0,69.75
Sarjapur  Road,1,539.0,45.0
Sarjapur  Road,3,1186.0,40.0
Sarjapur  Road,2,1200.0,75.0
Sarjapur  Road,3,2145.0,180.0
Sarjapur  Road,2,1115.0,50.0
Sarjapur  Road,2,1308.0,58.86
Sarjapur  Road,2,1320.0,115.0
Sarjapur  Road,2,920.0,40.0
Sarjapur  Road,3,3044.0,183.0
Sarjapur  Road,3,1163.0,62.0
Sarjapur  Road,3,3004.0,158.0
Sarjapur  Road,3,1877.0,150.0
Sarjapur  Road,2,1115.0,43.0
Sarjapur  Road,2,1115.0,50.0
Sarjapur  Road,2,1229.0,70.0
Sarjapur  Road,2,1044.0,34.77
Sarjapur  Road,2,1342.0,70.0
Sarjapur  Road,3,1711.0,110.0
Sarjapur  Road,3,1484.0,65.0
Sarjapur  Road,2,1115.0,50.0
Sarjapur  Road,3,1220.0,57.0
Sarjapur  Road,2,1050.0,63.5
Sarjapur  Road,2,1350.0,102.0
Sarjapur  Road,4,2990.0,240.0
Sarjapur  Road,2,1035.0,49.0
Sarjapur  Road,3,1457.0,85.0
Sarjapur  Road,3,1685.0,135.0
Sarjapur  Road,2,1350.0,68.0
Sarjapur  Road,3,1200.0,70.0
Sarjapur  Road,3,1157.0,53.99
Sarjapur  Road,4,3800.0,325.0
Sarjapur  Road,3,1385.0,55.0
Sarjapur  Road,3,1700.0,79.9
Sarjapur  Road,2,984.0,55.0
Sarjapur  Road,2,914.0,32.0
Sarjapur  Road,4,1500.0,235.0
Sarjapur  Road,4,1864.0,105.0
Sarjapur  Road,3,1157.0,57.84
Sarjapur  Road,2,1150.0,36.8
Sarjapur  Road,4,3385.5,142.0
Sarjapur  Road,2,1320.0,100.0
Sarjapur  Road,3,1984.0,145.0
Sarjapur  Road,3,1773.5,85.125
Sarjapur  Road,4,1800.0,90.0
Sarjapur  Road,5,3692.0,340.0
Sarjapur  Road,5,7800.0,385.0
Sarjapur  Road,3,1550.0,89.0
Sarjapur  Road,2,1150.0,44.0
Sarjapur  Road,5,1200.0,95.0
Sarjapur  Road,3,1900.0,180.0
Sarjapur  Road,4,2425.0,201.0
Sarjapur  Road,5,1480.0,169.0
Sarjapur  Road,3,1691.0,113.0
Sarjapur  Road,3,1400.0,55.0
Sarjapur  Road,3,2070.0,160.0
Sarjapur  Road,3,5400.0,700.0
Sarjapur  Road,3,1220.0,56.0
Sarjapur  Road,3,1435.0,90.0
Sarjapur  Road,4,5400.0,750.0
Sarjapur  Road,2,1194.0,51.0
Sarjapur  Road,2,1262.0,67.0
Sarjapur  Road,3,1693.0,125.0
Sarjapur  Road,3,1826.0,125.0
Sarjapur  Road,3,1660.0,116.0
Sarjapur  Road,2,1060.0,50.0
Sarjapur  Road,4,2750.0,240.0
Sarjapur  Road,3,1830.0,119.0
Sarjapur  Road,3,1700.0,194.0
Sarjapur  Road,2,984.0,45.91
Sarjapur  Road,3,1929.0,101.0
Sarjapur  Road,3,1525.0,65.0
Sarjapur  Road,4,2900.0,240.0
Sarjapur  Road,2,1059.0,68.0
Sarjapur  Road,3,1577.0,65.0
Sarjapur  Road,3,1157.0,74.0
Sarjapur  Road,3,1700.0,118.0
Sarjapur  Road,3,1691.0,120.0
Sarjapur  Road,3,1770.0,180.0
Sarjapur  Road,3,1929.0,103.0
Sarjapur  Road,2,1308.0,75.0
Sarjapur  Road,3,2650.0,260.0
Sarjapur  Road,3,1580.0,125.0
Sarjapur  Road,3,1797.0,95.0
Sarjapur  Road,3,1763.25,98.0
Sarjapur  Road,3,1826.0,130.0
Sarjapur  Road,3,1550.0,98.0
Sarjapur  Road,2,1145.0,49.5
Sarjapur  Road,1,534.0,19.65
Sarjapur  Road,3,1450.0,75.0
Sarjapur  Road,3,1819.0,100.0
Sarjapur  Road,2,984.0,59.0
Sarjapur  Road,3,1489.0,88.0
Sarjapur  Road,2,1104.0,34.22
Sarjapur  Road,1,702.0,52.0
Sarjapur  Road,2,1242.0,75.0
Sarjapur  Road,3,2275.0,185.0
Sarjapur  Road,4,3200.0,350.0
Sarjapur  Road,3,2100.0,135.0
Sarjapur  Road,4,3335.0,290.0
Sarjapur  Road,3,3009.0,331.0
Sarjapur  Road,3,1700.0,93.5
Sarjapur  Road,3,1862.0,110.0
Sarjapur  Road,4,4000.0,578.0
Sarjapur  Road,3,2275.0,175.0
Sarjapur  Road,2,1314.0,110.0
Sarjapur  Road,3,1787.0,116.0
Sarjapur  Road,3,1691.0,93.01
Sarjapur  Road,2,1028.0,56.0
Sarjapur  Road,4,3005.0,275.0
Sarjapur  Road,4,4395.0,242.0
Sarjapur  Road,3,1181.0,65.0
Sarjapur  Road,3,1691.0,100.0
Sarjapur  Road,2,1026.0,60.55
Sarjapur  Road,2,1350.0,85.0
Sarjapur  Road,3,1157.0,72.0
Sarjapur  Road,2,1019.0,62.0
Sarjapur  Road,4,3418.0,235.0
Sarjapur  Road,1,691.0,31.1
Sarjapur  Road,2,994.0,45.0
Sarjapur  Road,4,3913.0,176.0
Sarjapur  Road,2,1130.0,55.0
Sarjapur  Road,3,1881.0,145.0
Sarjapur  Road,3,2275.0,182.0
Sarjapur  Road,2,980.0,25.0
Sarjapur  Road,3,1525.0,65.0
Sarjapur  Road,2,970.0,36.0
Sarjapur  Road,2,1346.0,67.38
Sarjapur  Road,3,1881.0,145.0
Sarjapur  Road,2,1045.0,42.15
Sarjapur  Road,4,2880.0,211.0
Sarjapur  Road,4,3418.0,222.0
Sarjapur  Road,2,984.0,45.91
Sarjapur  Road,1,675.0,27.0
Sarjapur  Road,3,1773.5,102.92
Sarjapur  Road,2,1346.0,74.03
Sarjapur  Road,5,10000.0,975.0
Sarjapur  Road,4,3930.0,330.0
Sarjapur  Road,3,1691.0,119.0
Sarjapur  Road,2,1335.0,95.0
Sarjapur  Road,3,1525.0,63.0
Sarjapur  Road,3,1680.0,126.0
Sarjapur  Road,3,1222.0,68.0
Sarjapur  Road,4,3420.0,225.0
Sarjapur  Road,3,1510.0,110.0
Sarjapur  Road,2,1242.0,78.0
Sarjapur  Road,3,984.0,140.0
Sarjapur  Road,3,1665.0,74.93
Sarjapur  Road,2,1129.0,69.0
Sarjapur  Road,3,1180.0,45.0
Sarjapur  Road,3,1850.0,140.0
Sarjapur  Road,2,1034.0,38.0
Sarjapur  Road,2,1113.0,44.5
Sarjapur  Road,3,1879.0,155.0
Sarjapur  Road,3,1157.0,75.0
Sarjapur  Road,4,2425.0,175.0
Sarjapur  Road,2,1323.0,74.0
Sarjapur  Road,4,2500.0,225.0
Sarjapur  Road,3,2289.0,178.0
Sarjapur  Road,3,1505.0,60.0
Sarjapur  Road,3,1314.0,70.44
Sarjapur  Road,3,2100.0,130.0
Sarjapur  Road,1,702.0,35.8
Sarjapur  Road,4,1240.0,110.0
Sarjapur  Road,2,1320.0,110.0
Sarjapur  Road,2,1115.0,50.0
Sarjapur  Road,3,1200.0,44.0
Sarjapur  Road,3,1800.0,128.0
Sarjapur  Road,3,2275.0,187.0
Sarjapur  Road,3,1270.0,54.0
Sarjapur  Road,2,1026.0,60.8
Sarjapur  Road,4,3335.0,300.0
Sarjapur  Road,2,1025.0,45.5
Sarjapur  Road,2,1216.0,70.0
Sarjapur  Road,3,1814.0,63.0
Sarjapur  Road,2,1112.0,62.0
Sarjapur  Road,2,1273.0,60.0
Sarjapur  Road,4,4250.0,610.0
Sarjapur  Road,3,1157.0,69.0
Sarjapur  Road,2,1000.0,40.0
Sarjapur  Road,2,1026.0,60.8
Sarjapur  Road,2,1150.0,48.5
Sarjapur  Road,2,1205.0,37.0
Sarjapur  Road,3,1600.0,120.0
Sarjapur  Road,2,1370.0,70.0
Sarjapur  Road,2,1346.0,74.03
Sarjapur  Road,1,475.0,26.0
Sarjapur  Road,2,1197.0,56.86
Sarjapur  Road,4,3040.0,135.0
Sarjapur  Road,3,1857.0,155.0
Sarjapur  Road,4,1750.0,185.0
Sarjapur  Road,3,1660.0,116.0
Sarjapur  Road,2,1194.0,57.0
Sarjapur  Road,2,984.0,45.75
Sarjapur  Road,3,1347.0,44.0
Sarjapur  Road,2,1105.0,40.0
Sarjapur  Road,2,1140.0,40.0
Sarjapur  Road,4,3150.0,500.0
Sarjapur  Road,2,1346.0,69.61
Sarjapur  Road,4,6200.0,744.0
Sarjapur  Road,3,2089.0,148.0
Sarjapur  Road,3,1612.0,98.38
Sarjapur  Road,2,1290.0,88.0
Sarjapur  Road,2,1371.0,86.0
Sarjapur  Road,3,2140.0,139.0
Sarjapur  Road,2,1044.0,55.0
Sarjapur  Road,3,1600.0,85.0
Sarjapur  Road,3,2180.0,180.0
Sarjapur  Road,3,1691.0,119.0
Sarjapur  Road,3,2206.0,180.0
Sarjapur  Road,2,1309.0,69.5
Sarjapur  Road,3,1691.0,100.0
Sarjapur  Road,4,1250.0,135.0
Sarjapur  Road,2,1367.0,80.0
Sarjapur  Road,3,1565.0,78.0
Sarjapur  Road,4,4395.0,242.0
Sarjapur  Road,3,1984.0,148.0
Sarjapur  Road,2,1035.0,47.0
Sarjapur  Road,2,1346.0,74.03
Sarjapur  Road,2,1115.0,50.0
Sarjapur  Road,2,1112.0,58.0
Sarjapur  Road,2,1340.0,75.0
Sarjapur  Road,3,3500.0,275.0
Sarjapur  Road,3,1850.0,89.0
Sarjapur  Road,4,2758.0,240.0
Sarjapur  Road,2,1132.0,70.0
Sarjapur  Road,3,1380.0,55.0
Sarjapur  Road,4,4050.0,450.0
Sarjapur  Road,4,2425.0,195.0
Sarjapura - Attibele Road,3,1330.0,48.0
Sarjapura - Attibele Road,3,1329.0,45.95
Sarjapura - Attibele Road,2,829.0,22.8
Sarjapura - Attibele Road,3,2400.0,85.0
Sarjapura - Attibele Road,2,1033.0,28.41
Sarjapura - Attibele Road,3,1676.0,52.0
Sarjapura - Attibele Road,3,1800.0,90.0
Sarjapura - Attibele Road,2,1308.0,37.0
Sarjapura - Attibele Road,2,1073.0,31.77
Sarjapura - Attibele Road,3,1330.0,49.0
Sarjapura - Attibele Road,2,1090.0,37.0
Sarjapura - Attibele Road,2,1126.0,36.0
Sarjapura - Attibele Road,1,740.0,23.65
Sarjapura - Attibele Road,3,1555.0,52.0
Sector 2 HSR Layout,2,1296.0,75.0
Sector 2 HSR Layout,3,1450.0,135.0
Sector 2 HSR Layout,1,794.0,60.0
Sector 2 HSR Layout,2,1143.0,65.0
Sector 2 HSR Layout,1,794.0,65.0
Sector 2 HSR Layout,2,1146.0,55.0
Sector 2 HSR Layout,3,1600.0,70.0
Sector 2 HSR Layout,3,1665.0,110.0
Sector 2 HSR Layout,3,1512.0,80.0
Sector 2 HSR Layout,2,1332.0,101.0
Sector 2 HSR Layout,3,1515.0,69.0
Sector 2 HSR Layout,3,1600.0,90.0
Sector 2 HSR Layout,2,1095.0,85.41
Sector 2 HSR Layout,2,1231.0,66.0
Sector 7 HSR Layout,4,3000.0,275.0
Sector 7 HSR Layout,5,900.0,90.0
Sector 7 HSR Layout,2,1163.0,98.86
Sector 7 HSR Layout,3,1760.0,145.0
Sector 7 HSR Layout,3,3900.0,300.0
Sector 7 HSR Layout,2,1163.0,98.86
Sector 7 HSR Layout,2,1342.0,115.0
Sector 7 HSR Layout,3,1760.0,160.0
Sector 7 HSR Layout,3,1760.0,142.0
Sector 7 HSR Layout,3,2400.0,195.0
Sector 7 HSR Layout,3,1760.0,185.0
Sector 7 HSR Layout,2,1162.0,98.77
Seegehalli,2,901.0,35.14
Seegehalli,3,1150.0,42.9
Seegehalli,2,800.0,50.0
Seegehalli,3,1525.0,65.0
Seegehalli,2,1118.0,37.5
Seegehalli,3,1200.0,62.0
Seegehalli,2,1155.0,72.0
Seegehalli,3,1830.0,82.0
Seegehalli,3,4000.0,235.0
Seegehalli,4,3000.0,150.0
Seegehalli,4,2800.0,140.0
Seegehalli,2,1096.0,41.0
Seegehalli,3,1420.0,46.0
Seegehalli,2,920.0,27.0
Seegehalli,3,1553.0,68.0
Seegehalli,3,1639.0,120.0
Seegehalli,3,3000.0,235.0
Seegehalli,2,1134.0,45.0
Seegehalli,3,1683.0,80.0
Seegehalli,2,1176.0,50.0
Seegehalli,3,3000.0,240.0
Shampura,4,2650.0,150.0
Shampura,1,375.0,26.0
Shampura,2,1200.0,53.0
Shampura,2,700.0,35.0
Shampura,3,1400.0,70.0
Shampura,3,1475.0,78.0
Shampura,6,1150.0,75.0
Shampura,4,672.0,54.0
Shampura,3,1700.0,75.0
Shivaji Nagar,2,850.0,55.0
Shivaji Nagar,2,1554.0,130.0
Shivaji Nagar,2,2200.0,110.0
Shivaji Nagar,2,550.0,27.0
Shivaji Nagar,1,3820.0,306.0
Shivaji Nagar,2,703.0,49.5
Shivaji Nagar,3,1460.0,90.0
Shivaji Nagar,2,600.0,65.0
Shivaji Nagar,3,1226.0,60.0
Singasandra,2,1010.0,29.5
Singasandra,3,1440.0,65.0
Singasandra,2,1030.0,55.0
Singasandra,4,3850.0,195.0
Singasandra,2,600.0,36.5
Singasandra,2,1100.0,52.0
Singasandra,3,1306.0,58.0
Singasandra,4,3366.0,120.0
Singasandra,2,1300.0,65.0
Singasandra,4,3126.0,120.0
Singasandra,3,1464.0,56.0
Singasandra,2,1010.0,40.0
Singasandra,2,1375.0,58.0
Singasandra,2,1120.0,60.0
Singasandra,2,1099.0,37.5
Singasandra,1,600.0,45.0
Singasandra,1,600.0,45.0
Singasandra,3,1510.0,75.0
Singasandra,2,1179.0,56.0
Singasandra,2,1416.0,67.0
Singasandra,3,1476.0,73.0
Singasandra,2,1139.7,45.0
Singasandra,2,1465.0,60.0
Singasandra,3,1464.0,56.0
Singasandra,3,1653.0,85.0
Somasundara Palya,2,1255.0,67.0
Somasundara Palya,2,1448.0,68.0
Somasundara Palya,3,1570.0,68.0
Somasundara Palya,2,1178.0,73.0
Somasundara Palya,2,1260.0,60.0
Somasundara Palya,2,1033.0,48.0
Somasundara Palya,2,1329.0,70.0
Somasundara Palya,3,2372.0,140.0
Somasundara Palya,2,1185.0,70.0
Somasundara Palya,3,1575.0,68.0
Somasundara Palya,3,1600.0,68.0
Somasundara Palya,3,1600.0,69.0
Somasundara Palya,4,2400.0,140.0
Somasundara Palya,3,1650.0,95.0
Somasundara Palya,2,1186.0,72.0
Somasundara Palya,3,1600.0,69.0
Sompura,2,825.0,33.0
Sompura,3,1025.0,37.0
Sompura,2,1020.0,41.0
Sompura,2,1126.0,39.0
Sompura,2,825.0,32.0
Sompura,3,1360.0,45.0
